10,1,1,266,postgresql,688b0aa3fc12491d2edc9778e908a210a7ce872b,,,resource-package-install_options-add,,,,,
10,1,1,285,postgresql,688b0aa3fc12491d2edc9778e908a210a7ce872b,更改参数名称,,resource-package-install_options-add,,,,,
11,-1,1,141,mysql,6924dea7bda1c68c06da9aadbefc6bd3f8d8dc7d,"service 对server的依赖关系变为变量判断的依赖,使关系可控",,resource-package-install_options-add,,,,,
12,1,1,127,mysql,6a79d2683833e87c9a8d6b21655bb268bf425f99,,,resource-package-install_options-add,,,,,
-1,-1,-1,289,postgresql,6afb4a0367c699d3e1a83879b87d2e7ac4d26965,,,function-mysql_deepmerge-name-modify,,,,,
12,1,1,219,postgresql,6afb4a0367c699d3e1a83879b87d2e7ac4d26965,,,function-warning-name-modify,,,,,
-1,-1,-1,286,postgresql,6bf896fa3475a00d279277d2f3d23e8c209444cb,,,function-mysql_dirname-name-modify,,,,,
14,5,3,193,postgresql,6cb9071bfd8c9aa43a9befca2e576d5aeb787c57,,,function-mysql_dirname-name-modify,,,,,
-1,-1,-1,261,postgresql,6e55b9bbb3feb7283e5d3dfab63d0fed548db29c,,,resource-exec-cwd-modify,,,,,
-1,4,1,185,postgresql,6f614b0b3735e1b2f9e701677f3fc6f85e852184,,,resource-exec-environment-modify,,,,,
12,1,1,221,postgresql,6f614b0b3735e1b2f9e701677f3fc6f85e852184,,,resource-exec-environment-modify,,,,,
-1,-1,-1,132,mysql,723a3affa1fa68ef178673c06710f25c81aa95fa,,,resource-mysql_user-require-add,resource-mysql_grant-title-modify,resource-mysql_grant-privileges-modify,,,
4,17,11,175,postgresql,74039db1a168d68137550548c37c90a24aaa5b4a,globals_version的映射增加8.1对应1.5,,hostclass-type-argument-add,hostclass-type-argument-add,resource-mysql_grant-privileges-modify,resource-mysql_grant-privileges-modify,,
12,1,1,202,postgresql,740c0b3b4063c8d0585f55b0d060837533630860,,,resource-mysql_grant-ensure-modify,,,,,
17,12,8,114,mysql,765afe4f613d0c007e653d73268de374b07a76af,更改依赖资源,,resource-mysql_grant-type-modify,,,,,
12,1,1,208,postgresql,789543fc45b08b940b1ba4f855fd8feebb2a2d39,,,resource-mysql_grant-privileges-modify,,,,,
14,5,3,25,mysql,7b3cdd234a0498a8b64258ebf3399bf6f3899afb,修改osfamily 中redhat的选项为多个系统并修改operatingsystemrelease为operatingsystemmajrelease,,selector-value-globals_version-add,,,,,
12,1,1,224,postgresql,7d84b6ac0e75ea228088b72ce6da68a45fdc2e6b,,,selector-value-globals_version-add,,,,,
0,11,7,82,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,selector-value-globals_version-modify,,,,,
0,11,7,83,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,selector-value-globals_version-add,,,,,
0,11,7,84,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
0,11,7,86,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
